"","Designated Qualified Opportunity Zones","","",""
"Minnesota","Todd","27153790600","Low-Income Community","2011-2015"
"Minnesota","Wabasha","27157490300","Low-Income Community","2011-2015"
"Minnesota","Wadena","27159480300","Low-Income Community","2011-2015"
"Minnesota","Waseca","27161790500","Low-Income Community","2011-2015"
"Minnesota","Winona","27169670500","Low-Income Community","2011-2015"
"Minnesota","Yellow Medicine","27173970100","Low-Income Community","2011-2015"
"Mississippi","Adams","28001000200","Low-Income Community","2011-2015"
"Mississippi","Adams","28001000700","Low-Income Community","2011-2015"
"Mississippi","Adams","28001000800","Low-Income Community","2011-2015"
"Mississippi","Alcorn","28003950500","Low-Income Community","2011-2015"
"Mississippi","Alcorn","28003950600","Low-Income Community","2011-2015"
"Mississippi","Attala","28007060600","Low-Income Community","2011-2015"
"Mississippi","Bolivar","28011950701","Low-Income Community","2011-2015"
"Mississippi","Chickasaw","28017950300","Low-Income Community","2011-2015"
"Mississippi","Choctaw","28019950200","Low-Income Community","2011-2015"
"Mississippi","Claiborne","28021950300","Low-Income Community","2011-2015"
"Mississippi","Coahoma","28027950300","Low-Income Community","2011-2015"
"Mississippi","Covington","28031950200","Low-Income Community","2011-2015"
"Mississippi","DeSoto","28033070101","Low-Income Community","2011-2015"
"Mississippi","DeSoto","28033070610","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035000600","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035000800","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035010200","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035010500","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035010600","Low-Income Community","2011-2015"
"Mississippi","Forrest","28035010700","Low-Income Community","2011-2015"
"Mississippi","Hancock","28045030100","Low-Income Community","2011-2015"
"Mississippi","Hancock","28045030300","Low-Income Community","2011-2015"
"Mississippi","Harrison","28047000100","Low-Income Community","2011-2015"
"Mississippi","Harrison","28047001400","Low-Income Community","2011-2015"
"Mississippi","Harrison","28047003206","Low-Income Community","2011-2015"
"Mississippi","Harrison","28047003301","Non-LIC Contiguous","2011-2015"
"Mississippi","Harrison","28047003404","Non-LIC Contiguous","2011-2015"
"Mississippi","Harrison","28047003600","Low-Income Community","2011-2015"
"Mississippi","Harrison","28047003800","Low-Income Community","2012-2016"
"Mississippi","Harrison","28047003900","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049001100","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049001300","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049001600","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049002100","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049002700","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049003000","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049010500","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049010902","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049011001","Low-Income Community","2011-2015"
"Mississippi","Hinds","28049011500","Low-Income Community","2011-2015"
"Mississippi","Jackson","28059041300","Low-Income Community","2011-2015"
"Mississippi","Jackson","28059042900","Low-Income Community","2011-2015"
"Mississippi","Jones","28067950500","Low-Income Community","2011-2015"
"Mississippi","Jones","28067950600","Low-Income Community","2011-2015"
"Mississippi","Lafayette","28071950201","Low-Income Community","2011-2015"
"Mississippi","Lafayette","28071950202","Low-Income Community","2011-2015"
"Mississippi","Lafayette","28071950401","Low-Income Community","2011-2015"
"Mississippi","Lamar","28073020600","Low-Income Community","2011-2015"
"Mississippi","Lauderdale","28075000700","Low-Income Community","2011-2015"
"Mississippi","Lauderdale","28075010700","Low-Income Community","2011-2015"
"Mississippi","Lee","28081950401","Low-Income Community","2011-2015"
"Mississippi","Lee","28081950500","Low-Income Community","2011-2015"
"Mississippi","Lee","28081950602","Low-Income Community","2011-2015"
"Mississippi","Lee","28081950700","Low-Income Community","2011-2015"
"Mississippi","Lee","28081951002","Low-Income Community","2011-2015"
"Mississippi","Leflore","28083950400","Low-Income Community","2011-2015"
"Mississippi","Leflore","28083950800","Low-Income Community","2011-2015"
"Mississippi","Lincoln","28085950200","Low-Income Community","2011-2015"
"Mississippi","Lincoln","28085950600","Low-Income Community","2011-2015"
"Mississippi","Lowndes","28087000900","Low-Income Community","2011-2015"
"Mississippi","Lowndes","28087001000","Non-LIC Contiguous","2011-2015"
"Mississippi","Madison","28089030106","Low-Income Community","2011-2015"
"Mississippi","Madison","28089030500","Low-Income Community","2011-2015"
"Mississippi","Madison","28089030600","Low-Income Community","2011-2015"
"Mississippi","Marion","28091950200","Low-Income Community","2011-2015"
"Mississippi","Marion","28091950400","Low-Income Community","2011-2015"
"Mississippi","Marion","28091950500","Low-Income Community","2011-2015"
"Mississippi","Marshall","28093950100","Non-LIC Contiguous","2011-2015"
"Mississippi","Marshall","28093950300","Low-Income Community","2011-2015"
"Mississippi","Monroe","28095950400","Low-Income Community","2011-2015"
"Mississippi","Neshoba","28099940100","Low-Income Community","2011-2015"
"Mississippi","Oktibbeha","28105950100","Low-Income Community","2011-2015"
"Mississippi","Oktibbeha","28105950500","Low-Income Community","2011-2015"
"Mississippi","Oktibbeha","28105950602","Low-Income Community","2011-2015"
"Mississippi","Panola","28107950300","Low-Income Community","2011-2015"
"Mississippi","Pearl River","28109950600","Low-Income Community","2011-2015"
"Mississippi","Pike","28113950500","Low-Income Community","2011-2015"
"Mississippi","Pike","28113950600","Low-Income Community","2011-2015"
"Mississippi","Pike","28113950700","Low-Income Community","2011-2015"
"Mississippi","Rankin","28121020207","Non-LIC Contiguous","2011-2015"
"Mississippi","Rankin","28121020401","Low-Income Community","2011-2015"
"Mississippi","Rankin","28121020701","Low-Income Community","2011-2015"
"Mississippi","Simpson","28127950200","Low-Income Community","2011-2015"
"Mississippi","Simpson","28127950500","Low-Income Community","2011-2015"
"Mississippi","Sunflower","28133950300","Low-Income Community","2011-2015"
"Mississippi","Sunflower","28133950402","Low-Income Community","2011-2015"
"Mississippi","Sunflower","28133950500","Low-Income Community","2011-2015"
"Mississippi","Sunflower","28133950600","Low-Income Community","2011-2015"
"Mississippi","Tate","28137950400","Low-Income Community","2011-2015"
"Mississippi","Tishomingo","28141950300","Low-Income Community","2011-2015"
"Mississippi","Tunica","28143950100","Low-Income Community","2011-2015"
"Mississippi","Union","28145950500","Low-Income Community","2011-2015"
"Mississippi","Warren","28149950100","Low-Income Community","2012-2016"
"Mississippi","Warren","28149950300","Low-Income Community","2011-2015"
"Mississippi","Warren","28149950500","Low-Income Community","2011-2015"
"Mississippi","Washington","28151000300","Low-Income Community","2011-2015"
"Mississippi","Washington","28151000600","Low-Income Community","2011-2015"
"Mississippi","Wayne","28153950200","Low-Income Community","2011-2015"
"Mississippi","Winston","28159950300","Low-Income Community","2011-2015"
"Mississippi","Winston","28159950400","Low-Income Community","2011-2015"
"Missouri","Adair","29001950300","Low-Income Community","2011-2015"
"Missouri","Adair","29001950400","Non-LIC Contiguous","2011-2015"
"Missouri","Adair","29001950500","Low-Income Community","2011-2015"
"Missouri","Adair","29001950900","Low-Income Community","2011-2015"
"Missouri","Audrain","29007950400","Low-Income Community","2011-2015"
"Missouri","Barry","29009960300","Low-Income Community","2011-2015"
"Missouri","Benton","29015460300","Low-Income Community","2011-2015"
"Missouri","Benton","29015460700","Low-Income Community","2011-2015"
"Missouri","Boone","29019001502","Low-Income Community","2011-2015"
"Missouri","Buchanan","29021001200","Low-Income Community","2011-2015"
"Missouri","Buchanan","29021003000","Low-Income Community","2011-2015"
"Missouri","Butler","29023950400","Low-Income Community","2011-2015"
"Missouri","Butler","29023950500","Low-Income Community","2011-2015"
"Missouri","Butler","29023950800","Low-Income Community","2011-2015"
"Missouri","Caldwell","29025950200","Low-Income Community","2011-2015"
"Missouri","Camden","29029951200","Low-Income Community","2011-2015"
"Missouri","Cape Girardeau","29031881400","Low-Income Community","2011-2015"
"Missouri","Cape Girardeau","29031881600","Low-Income Community","2011-2015"
"Missouri","Clay","29047021701","Low-Income Community","2011-2015"
"Missouri","Clay","29047021702","Low-Income Community","2011-2015"
"Missouri","Clay","29047022100","Low-Income Community","2011-2015"
"Missouri","Cole","29051010500","Low-Income Community","2011-2015"
"Missouri","Cole","29051010600","Low-Income Community","2011-2015"
"Missouri","Cole","29051020700","Low-Income Community","2011-2015"
"Missouri","Dallas","29059480200","Low-Income Community","2011-2015"
"Missouri","Dunklin","29069360500","Low-Income Community","2011-2015"
"Missouri","Dunklin","29069360600","Low-Income Community","2011-2015"
"Missouri","Greene","29077000100","Low-Income Community","2011-2015"
"Missouri","Greene","29077000600","Low-Income Community","2011-2015"
"Missouri","Greene","29077000700","Low-Income Community","2011-2015"
"Missouri","Greene","29077001200","Non-LIC Contiguous","2011-2015"
"Missouri","Greene","29077001500","Low-Income Community","2011-2015"
"Missouri","Greene","29077002200","Low-Income Community","2011-2015"
"Missouri","Greene","29077003600","Low-Income Community","2011-2015"
"Missouri","Greene","29077004302","Non-LIC Contiguous","2011-2015"
"Missouri","Greene","29077004400","Low-Income Community","2011-2015"
"Missouri","Greene","29077005600","Low-Income Community","2011-2015"
"Missouri","Howell","29091090300","Low-Income Community","2011-2015"
"Missouri","Howell","29091090700","Low-Income Community","2011-2015"
"Missouri","Jackson","29095000900","Low-Income Community","2011-2015"
"Missouri","Jackson","29095001000","Low-Income Community","2011-2015"
"Missouri","Jackson","29095001800","Low-Income Community","2011-2015"
"Missouri","Jackson","29095001900","Low-Income Community","2011-2015"
"Missouri","Jackson","29095002100","Low-Income Community","2011-2015"
"Missouri","Jackson","29095003700","Low-Income Community","2011-2015"
"Missouri","Jackson","29095003800","Low-Income Community","2011-2015"
"Missouri","Jackson","29095004300","Low-Income Community","2011-2015"
"Missouri","Jackson","29095005200","Low-Income Community","2011-2015"
"Missouri","Jackson","29095005400","Low-Income Community","2011-2015"
"Missouri","Jackson","29095005500","Low-Income Community","2011-2015"
"Missouri","Jackson","29095005601","Low-Income Community","2011-2015"
"Missouri","Jackson","29095005602","Low-Income Community","2011-2015"
"Missouri","Jackson","29095006100","Low-Income Community","2011-2015"
"Missouri","Jackson","29095006300","Low-Income Community","2011-2015"
"Missouri","Jackson","29095007700","Low-Income Community","2011-2015"
"Missouri","Jackson","29095007802","Low-Income Community","2011-2015"
"Missouri","Jackson","29095008000","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011000","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011100","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011200","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011600","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011700","Low-Income Community","2011-2015"
"Missouri","Jackson","29095011800","Low-Income Community","2011-2015"
"Missouri","Jackson","29095012501","Low-Income Community","2011-2015"
"Missouri","Jackson","29095012600","Low-Income Community","2011-2015"
"Missouri","Jackson","29095013401","Low-Income Community","2011-2015"
"Missouri","Jackson","29095013405","Low-Income Community","2011-2015"
"Missouri","Jackson","29095015100","Non-LIC Contiguous","2011-2015"
"Missouri","Jackson","29095015300","Low-Income Community","2011-2015"
"Missouri","Jackson","29095015400","Low-Income Community","2011-2015"
"Missouri","Jackson","29095015500","Low-Income Community","2011-2015"
"Missouri","Jackson","29095015600","Low-Income Community","2011-2015"
"Missouri","Jackson","29095015900","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016000","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016100","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016200","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016300","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016600","Low-Income Community","2011-2015"
"Missouri","Jackson","29095016900","Low-Income Community","2011-2015"
"Missouri","Jackson","29095017200","Low-Income Community","2011-2015"
"Missouri","Jackson","29095017400","Low-Income Community","2011-2015"
"Missouri","Jasper","29097010100","Low-Income Community","2011-2015"
"Missouri","Johnson","29101960400","Low-Income Community","2011-2015"
"Missouri","Johnson","29101960600","Low-Income Community","2011-2015"
"Missouri","Laclede","29105960100","Low-Income Community","2011-2015"
"Missouri","Laclede","29105960400","Low-Income Community","2011-2015"
"Missouri","Laclede","29105960500","Low-Income Community","2011-2015"
"Missouri","Laclede","29105960600","Low-Income Community","2011-2015"
"Missouri","Lafayette","29107090100","Low-Income Community","2011-2015"
"Missouri","Lafayette","29107090300","Low-Income Community","2011-2015"
"Missouri","Marion","29127960800","Low-Income Community","2011-2015"
"Missouri","Montgomery","29139970200","Low-Income Community","2011-2015"
"Missouri","Montgomery","29139970300","Non-LIC Contiguous","2011-2015"
"Missouri","New Madrid","29143960100","Non-LIC Contiguous","2011-2015"
